year,month,state,deaths
1999,1,GO,581
1999,1,MA,44
1999,1,MT,228
1999,1,MS,369
1999,1,MG,6460
1999,1,PA,33
1999,1,PB,34
1999,1,PR,4199
1999,1,PE,3576
1999,1,PI,12
1999,1,RJ,1011
1999,1,RN,79
1999,1,RS,703
1999,1,RO,156
1999,1,RR,1
1999,1,SC,1144
1999,1,SP,19337
1999,1,SE,260
1999,1,TO,13
1999,2,AC,58
1999,2,AL,192
1999,2,AP,123
1999,2,AM,2
1999,2,BA,49
1999,2,CE,45
1999,2,DF,723
1999,2,ES,1176
1999,2,GO,486
1999,2,MA,41
1999,2,MT,204
1999,2,MS,322
1999,2,MG,5746
1999,2,PA,21
1999,2,PB,30
1999,2,PR,3857
1999,2,PE,3324
1999,2,PI,9
1999,2,RJ,885
1999,2,RN,61
1999,2,RS,671
1999,2,RO,133
1999,2,RR,3
1999,2,SC,1026
1999,2,SP,17270
1999,2,SE,218
1999,2,TO,22
1999,3,AC,72
1999,3,AL,198
1999,3,AP,159
1999,3,AM,3
1999,3,BA,59
1999,3,CE,59
1999,3,DF,799
1999,3,ES,1404
1999,3,GO,596
1999,3,MA,39
1999,3,MT,271
1999,3,MS,368
1999,3,MG,6081
1999,3,PA,24
1999,3,PB,42
1999,3,PR,4547
1999,3,PE,3814
1999,3,PI,5
1999,3,RJ,986
1999,3,RN,64
1999,3,RS,762
1999,3,RO,145
1999,3,RR,7
1999,3,SC,1252
1999,3,SP,20726
1999,3,SE,265
1999,3,TO,11
1999,4,AC,53
1999,4,AL,206
1999,4,AP,160
1999,4,AM,2
1999,4,BA,64
1999,4,CE,54
1999,4,DF,761
1999,4,ES,1330
1999,4,GO,536
1999,4,MA,36
1999,4,MT,258
1999,4,MS,391
1999,4,MG,5863
1999,4,PA,37
1999,4,PB,45
1999,4,PR,4451
1999,4,PE,3759
1999,4,PI,16
1999,4,RJ,993
1999,4,RN,74
1999,4,RS,732
1999,4,RO,126
1999,4,RR,36
1999,4,SC,1156
1999,4,SP,19537
1999,4,SE,274
1999,4,TO,17
1999,5,AC,54
1999,5,AL,186
1999,5,AP,109
1999,5,BA,63
1999,5,CE,54
1999,5,DF,882
1999,5,ES,1425
1999,5,GO,637
1999,5,MA,42
1999,5,MT,234
1999,5,MS,369
1999,5,MG,6917
1999,5,PA,35
1999,5,PB,50
1999,5,PR,4786
1999,5,PE,3945
1999,5,PI,8
1999,5,RJ,1047
1999,5,RN,75
1999,5,RS,722
1999,5,RO,137
1999,5,RR,39
1999,5,SC,1239
1999,5,SP,20615
1999,5,SE,285
1999,5,TO,14
1999,6,AC,34
1999,6,AL,237
1999,6,AP,127
1999,6,AM,2
1999,6,BA,58
1999,6,CE,54
1999,6,DF,947
1999,6,ES,1461
1999,6,GO,583
1999,6,MA,23
1999,6,MT,250
1999,6,MS,430
1999,6,MG,7441
1999,6,PA,24
1999,6,PB,50
1999,6,PR,5231
1999,6,PE,4148
1999,6,PI,5
1999,6,RJ,1039
1999,6,RN,77
1999,6,RS,805
1999,6,RO,155
1999,6,RR,33
1999,6,SC,1420
1999,6,SP,22056
1999,6,SE,334
1999,6,TO,12
1999,7,AC,30
1999,7,AL,197
1999,7,AP,105
1999,7,BA,64
1999,7,CE,31
1999,7,DF,911
1999,7,ES,1413
1999,7,GO,484
1999,7,MA,35
1999,7,MT,284
1999,7,MS,441
1999,7,MG,7678
1999,7,PA,39
1999,7,PB,43
1999,7,PR,5078
1999,7,PE,4249
1999,7,PI,10
1999,7,RJ,1026
1999,7,RN,68
1999,7,RS,868
1999,7,RO,161
1999,7,RR,49
1999,7,SC,1360
1999,7,SP,21643
1999,7,SE,345
1999,7,TO,17
1999,8,AC,37
1999,8,AL,218
1999,8,AP,141
1999,8,AM,2
1999,8,BA,69
1999,8,CE,42
1999,8,DF,927
1999,8,ES,1492
1999,8,GO,468
1999,8,MA,39
1999,8,MT,295
1999,8,MS,421
1999,8,MG,7712
1999,8,PA,31
1999,8,PB,38
1999,8,PR,5231
1999,8,PE,3864
1999,8,PI,13
1999,8,RJ,1079
1999,8,RN,77
1999,8,RS,916
1999,8,RO,151
1999,8,RR,58
1999,8,SC,1427
1999,8,SP,21647
1999,8,SE,313
1999,8,TO,14
1999,9,AC,73
1999,9,AL,204
1999,9,AP,116
1999,9,AM,3
1999,9,BA,62
1999,9,CE,47
1999,9,DF,807
1999,9,ES,1263
1999,9,GO,498
1999,9,MA,38
1999,9,MT,269
1999,9,MS,369
1999,9,MG,6967
1999,9,PA,42
1999,9,PB,40
1999,9,PR,4702
1999,9,PE,3580
1999,9,PI,4
1999,9,RJ,937
1999,9,RN,58
1999,9,RS,777
1999,9,RO,154
1999,9,RR,53
1999,9,SC,1156
1999,9,SP,19974
1999,9,SE,289
1999,9,TO,13
1999,10,AC,48
1999,10,AL,174
1999,10,AP,125
1999,10,AM,2
1999,10,BA,45
1999,10,CE,44
1999,10,DF,851
1999,10,ES,1249
1999,10,GO,540
1999,10,MA,33
1999,10,MT,231
1999,10,MS,386
1999,10,MG,6748
1999,10,PA,44
1999,10,PB,39
1999,10,PR,4483
1999,10,PE,3635
1999,10,PI,6
1999,10,RJ,1023
1999,10,RN,62
1999,10,RS,714
1999,10,RO,133
1999,10,RR,63
1999,10,SC,1167
1999,10,SP,18888
1999,10,SE,297
1999,10,TO,13
1999,11,AC,65
1999,11,AL,164
1999,11,AP,139
1999,11,AM,2
1999,11,BA,47
1999,11,CE,53
1999,11,DF,781
1999,11,ES,1297
1999,11,GO,511
1999,11,MA,41
1999,11,MT,248
1999,11,MS,376
1999,11,MG,6578
1999,11,PA,28
1999,11,PB,47
1999,11,PR,4358
1999,11,PE,3629
1999,11,PI,11
1999,11,RJ,1115
1999,11,RN,76
1999,11,RS,675
1999,11,RO,147
1999,11,RR,77
1999,11,SC,1213
1999,11,SP,19485
1999,11,SE,271
1999,11,TO,17
1999,12,AC,65
1999,12,AL,206
1999,12,AP,133
1999,12,AM,3
1999,12,BA,73
1999,12,CE,50
1999,12,DF,871
1999,12,ES,1397
1999,12,GO,494
1999,12,MA,26
1999,12,MT,274
1999,12,MS,352
1999,12,MG,6346
1999,12,PA,57
1999,12,PB,42
1999,12,PR,4572
1999,12,PE,3714
1999,12,PI,7
1999,12,RJ,1090
1999,12,RN,74
1999,12,RS,680
1999,12,RO,135
1999,12,RR,66
1999,12,SC,1232
1999,12,SP,18996
1999,12,SE,275
1999,12,TO,23
2000,1,AC,57
2000,1,AL,176
2000,1,AP,141
2000,1,AM,1
2000,1,BA,98
2000,1,CE,52
2000,1,DF,839
2000,1,ES,1327
2000,1,GO,726
2000,1,MA,21
2000,1,MT,333
2000,1,MS,352
2000,1,MG,6766
2000,1,PA,57
2000,1,PB,32
2000,1,PR,4414
2000,1,PE,3808
2000,1,PI,8
2000,1,RJ,1225
2000,1,RN,81
2000,1,RS,696
2000,1,RO,142
2000,1,RR,70
2000,1,SC,1321
2000,1,SP,19716
2000,1,SE,328
2000,1,TO,60
2000,2,AC,40
2000,2,AL,221
2000,2,AP,138
2000,2,AM,2
2000,2,BA,74
2000,2,CE,61
2000,2,DF,795
2000,2,ES,1266
2000,2,GO,704
2000,2,MA,35
2000,2,MT,319
2000,2,MS,335
2000,2,MG,6091
2000,2,PA,51
2000,2,PB,47
2000,2,PR,4172
2000,2,PE,3545
2000,2,PI,4
2000,2,RJ,1138
2000,2,RN,78
2000,2,RS,621
2000,2,RO,154
2000,2,RR,44
2000,2,SC,1167
2000,2,SP,18157
2000,2,SE,319
2000,2,TO,45
2000,3,AC,60
2000,3,AL,197
2000,3,AP,146
2000,3,AM,4
2000,3,BA,83
2000,3,CE,62
2000,3,DF,841
2000,3,ES,1366
2000,3,GO,810
2000,3,MA,45
2000,3,MT,323
2000,3,MS,307
2000,3,MG,6140
2000,3,PA,67
2000,3,PB,45
2000,3,PR,4280
2000,3,PE,3784
2000,3,PI,13
2000,3,RJ,1048
2000,3,RN,87
2000,3,RS,965
2000,3,RO,152
2000,3,RR,67
2000,3,SC,1323
2000,3,SP,20173
2000,3,SE,328
2000,3,TO,58
2000,4,AC,61
2000,4,AL,174
2000,4,AP,132
2000,4,BA,83
2000,4,CE,50
2000,4,DF,821
2000,4,ES,1244
2000,4,GO,723
2000,4,MA,27
2000,4,MT,300
2000,4,MS,275
2000,4,MG,5867
2000,4,PA,116
2000,4,PB,32
2000,4,PR,4225
2000,4,PE,3603
2000,4,PI,4
2000,4,RJ,970
2000,4,RN,97
2000,4,RS,597
2000,4,RO,117
2000,4,RR,56
2000,4,SC,1144
2000,4,SP,17977
2000,4,SE,239
2000,4,TO,55
2000,5,AC,80
2000,5,AL,213
2000,5,AP,170
2000,5,BA,113
2000,5,CE,71
2000,5,DF,876
2000,5,ES,1474
2000,5,GO,770
2000,5,MA,37
2000,5,MT,337
2000,5,MS,209
2000,5,MG,7455
2000,5,PA,144
2000,5,PB,60
2000,5,PR,5342
2000,5,PE,4250
2000,5,PI,9
2000,5,RJ,1119
2000,5,RN,95
2000,5,RS,799
2000,5,RO,152
2000,5,RR,63
2000,5,SC,1475
2000,5,SP,21963
2000,5,SE,330
2000,5,TO,74
2000,6,AC,79
2000,6,AL,170
2000,6,AP,161
2000,6,AM,1
2000,6,BA,117
2000,6,CE,42
2000,6,DF,850
2000,6,ES,1277
2000,6,GO,735
2000,6,MA,28
2000,6,MT,297
2000,6,MS,209
2000,6,MG,7284
2000,6,PA,115
2000,6,PB,33
2000,6,PR,4987
2000,6,PE,3861
2000,6,PI,14
2000,6,RJ,1078
2000,6,RN,68
2000,6,RS,741
2000,6,RO,160
2000,6,RR,53
2000,6,SC,1441
2000,6,SP,22182
2000,6,SE,258
2000,6,TO,47
2000,7,AC,84
2000,7,AL,193
2000,7,AP,144
2000,7,BA,153
2000,7,CE,49
2000,7,DF,823
2000,7,ES,1367
2000,7,GO,821
2000,7,MA,28
2000,7,MT,324
2000,7,MS,300
2000,7,MG,7332
2000,7,PA,110
2000,7,PB,40
2000,7,PR,5851
2000,7,PE,4028
2000,7,PI,8
2000,7,RJ,1151
2000,7,RN,94
2000,7,RS,729
2000,7,RO,185
2000,7,RR,61
2000,7,SC,1601
2000,7,SP,22328
2000,7,SE,302
2000,7,TO,59
2000,8,AC,71
2000,8,AL,192
2000,8,AP,151
2000,8,BA,135
2000,8,CE,57
2000,8,DF,798
2000,8,ES,1458
2000,8,GO,839
2000,8,MA,20
2000,8,MT,370
2000,8,MS,398
2000,8,MG,7201
2000,8,PA,125
2000,8,PB,37
2000,8,PR,5761
2000,8,PE,4076
2000,8,PI,12
2000,8,RJ,1130
2000,8,RN,73
2000,8,RS,888
2000,8,RO,166
2000,8,RR,68
2000,8,SC,1804
2000,8,SP,23209
2000,8,SE,353
2000,8,TO,45
2000,9,AC,46
2000,9,AL,173
2000,9,AP,122
2000,9,AM,2
2000,9,BA,140
2000,9,CE,59
2000,9,DF,758
2000,9,ES,1335
2000,9,GO,794
2000,9,MA,41
2000,9,MT,323
2000,9,MS,292
2000,9,MG,6613
2000,9,PA,127
2000,9,PB,26
2000,9,PR,4748
2000,9,PE,3709
2000,9,PI,7
2000,9,RJ,969
2000,9,RN,84
2000,9,RS,852
2000,9,RO,146
2000,9,RR,65
2000,9,SC,1430
2000,9,SP,19377
2000,9,SE,319
2000,9,TO,61
2000,10,AC,66
2000,10,AL,180
2000,10,AP,161
2000,10,AM,4
2000,10,BA,119
2000,10,CE,46
2000,10,DF,704
2000,10,ES,1434
2000,10,GO,821
2000,10,MA,26
2000,10,MT,362
2000,10,MS,168
2000,10,MG,7223
2000,10,PA,162
2000,10,PB,35
2000,10,PR,4732
2000,10,PE,3831
2000,10,PI,11
2000,10,RJ,1073
2000,10,RN,60
2000,10,RS,793
2000,10,RO,177
2000,10,RR,80
2000,10,SC,1518
2000,10,SP,20360
2000,10,SE,354
2000,10,TO,65
2000,11,AC,90
2000,11,AL,185
2000,11,AP,139
2000,11,AM,2
2000,11,BA,120
2000,11,CE,44
2000,11,DF,723
2000,11,ES,1262
2000,11,GO,766
2000,11,MA,26
2000,11,MT,287
2000,11,MS,122
2000,11,MG,6085
2000,11,PA,126
2000,11,PB,39
2000,11,PR,4034
2000,11,PE,3437
2000,11,PI,3
2000,11,RJ,990
2000,11,RN,62
2000,11,RS,636
2000,11,RO,156
2000,11,RR,73
2000,11,SC,1312
2000,11,SP,18552
2000,11,SE,286
2000,11,TO,52
2000,12,AC,112
2000,12,AL,242
2000,12,AP,116
2000,12,AM,1
2000,12,BA,113
2000,12,CE,46
2000,12,DF,863
2000,12,ES,1310
2000,12,GO,758
2000,12,MA,24
2000,12,MT,285
2000,12,MS,160
2000,12,MG,5996
2000,12,PA,103
2000,12,PB,27
2000,12,PR,4261
2000,12,PE,3707
2000,12,PI,6
2000,12,RJ,1042
2000,12,RN,62
2000,12,RS,637
2000,12,RO,164
2000,12,RR,64
2000,12,SC,1234
2000,12,SP,18240
2000,12,SE,350
2000,12,TO,69
2001,1,AC,88
2001,1,AL,261
2001,1,AP,160
2001,1,AM,1
2001,1,BA,173
2001,1,CE,40
2001,1,DF,797
2001,1,ES,1490
2001,1,GO,772
2001,1,MA,42
2001,1,MT,356
2001,1,MS,134
2001,1,MG,7200
2001,1,PA,145
2001,1,PB,47
2001,1,PR,4535
2001,1,PE,4114
2001,1,PI,26
2001,1,RJ,1128
2001,1,RN,85
2001,1,RS,664
2001,1,RO,184
2001,1,RR,62
2001,1,SC,1402
2001,1,SP,20636
2001,1,SE,384
2001,1,TO,58
2001,2,AC,118
2001,2,AL,168
2001,2,AP,104
2001,2,AM,1
2001,2,BA,114
2001,2,CE,37
2001,2,DF,717
2001,2,ES,1176
2001,2,GO,645
2001,2,MA,28
2001,2,MT,264
2001,2,MS,139
2001,2,MG,5886
2001,2,PA,111
2001,2,PB,33
2001,2,PR,3629
2001,2,PE,3108
2001,2,PI,16
2001,2,RJ,919
2001,2,RN,61
2001,2,RS,620
2001,2,RO,134
2001,2,RR,40
2001,2,SC,1076
2001,2,SP,15883
2001,2,SE,297
2001,2,TO,50
2001,3,AC,128
2001,3,AL,219
2001,3,AP,163
2001,3,AM,2
2001,3,BA,121
2001,3,CE,45
2001,3,DF,894
2001,3,ES,1392
2001,3,GO,816
2001,3,MA,30
2001,3,MT,322
2001,3,MS,134
2001,3,MG,6572
2001,3,PA,163
2001,3,PB,38
2001,3,PR,4692
2001,3,PE,3918
2001,3,PI,19
2001,3,RJ,1036
2001,3,RN,91
2001,3,RS,781
2001,3,RO,164
2001,3,RR,71
2001,3,SC,1348
2001,3,SP,20605
2001,3,SE,466
2001,3,TO,65
2001,4,AC,69
2001,4,AL,209
2001,4,AP,117
2001,4,AM,2
2001,4,BA,97
2001,4,CE,55
2001,4,DF,826
2001,4,ES,1209
2001,4,GO,777
2001,4,MA,37
2001,4,MT,338
2001,4,MS,126
2001,4,MG,6127
2001,4,PA,137
2001,4,PB,33
2001,4,PR,4206
2001,4,PE,3527
2001,4,PI,17
2001,4,RJ,964
2001,4,RN,76
2001,4,RS,660
2001,4,RO,156
2001,4,RR,81
2001,4,SC,1227
2001,4,SP,18017
2001,4,SE,326
2001,4,TO,54
2001,5,AC,53
2001,5,AL,232
2001,5,AP,19
2001,5,AM,2
2001,5,BA,176
2001,5,CE,72
2001,5,DF,840
2001,5,ES,1388
2001,5,GO,721
2001,5,MA,44
2001,5,MT,350
2001,5,MS,198
2001,5,MG,7112
2001,5,PA,151
2001,5,PB,54
2001,5,PR,4771
2001,5,PE,3706
2001,5,PI,23
2001,5,RJ,1065
2001,5,RN,89
2001,5,RS,789
2001,5,RO,155
2001,5,RR,53
2001,5,SC,1465
2001,5,SP,21524
2001,5,SE,394
2001,5,TO,61
2001,6,AC,49
2001,6,AL,190
2001,6,AP,33
2001,6,AM,1
2001,6,BA,134
2001,6,CE,47
2001,6,DF,864
2001,6,ES,1332
2001,6,GO,738
2001,6,MA,28
2001,6,MT,307
2001,6,MS,168
2001,6,MG,6789
2001,6,PA,144
2001,6,PB,55
2001,6,PR,4789
2001,6,PE,3551
2001,6,PI,14
2001,6,RJ,1035
2001,6,RN,81
2001,6,RS,671
2001,6,RO,156
2001,6,RR,67
2001,6,SC,1358
2001,6,SP,19871
2001,6,SE,359
2001,6,TO,43
2001,7,AC,74
2001,7,AL,219
2001,7,AP,137
2001,7,AM,2
2001,7,BA,101
2001,7,CE,48
2001,7,DF,923
2001,7,ES,1430
2001,7,GO,812
2001,7,MA,21
2001,7,MT,328
2001,7,MS,153
2001,7,MG,7334
2001,7,PA,146
2001,7,PB,58
2001,7,PR,5392
2001,7,PE,4151
2001,7,PI,10
2001,7,RJ,1045
2001,7,RN,75
2001,7,RS,767
2001,7,RO,189
2001,7,RR,71
2001,7,SC,1432
2001,7,SP,22722
2001,7,SE,477
2001,7,TO,50
2001,8,AC,56
2001,8,AL,256
2001,8,AP,156
2001,8,AM,6
2001,8,BA,193
2001,8,CE,86
2001,8,DF,883
2001,8,ES,1415
2001,8,GO,837
2001,8,MA,35
2001,8,MT,322
2001,8,MS,157
2001,8,MG,7032
2001,8,PA,136
2001,8,PB,64
2001,8,PR,4951
2001,8,PE,3753
2001,8,PI,21
2001,8,RJ,1086
2001,8,RN,102
2001,8,RS,778
2001,8,RO,157
2001,8,RR,57
2001,8,SC,1398
2001,8,SP,21447
2001,8,SE,445
2001,8,TO,75
2001,9,AC,58
2001,9,AL,225
2001,9,AP,131
2001,9,AM,1
2001,9,BA,130
2001,9,CE,51
2001,9,DF,801
2001,9,ES,1264
2001,9,GO,807
2001,9,MA,21
2001,9,MT,289
2001,9,MS,183
2001,9,MG,6806
2001,9,PA,117
2001,9,PB,58
2001,9,PR,4556
2001,9,PE,3514
2001,9,PI,13
2001,9,RJ,923
2001,9,RN,63
2001,9,RS,771
2001,9,RO,183
2001,9,RR,104
2001,9,SC,1245
2001,9,SP,18553
2001,9,SE,323
2001,9,TO,71
2001,10,AC,54
2001,10,AL,232
2001,10,AP,161
2001,10,AM,1
2001,10,BA,113
2001,10,CE,57
2001,10,DF,835
2001,10,ES,1433
2001,10,GO,863
2001,10,MA,31
2001,10,MT,350
2001,10,MS,163
2001,10,MG,7211
2001,10,PA,139
2001,10,PB,59
2001,10,PR,5022
2001,10,PE,3474
2001,10,PI,13
2001,10,RJ,1111
2001,10,RN,56
2001,10,RS,779
2001,10,RO,252
2001,10,RR,82
2001,10,SC,1437
2001,10,SP,21337
2001,10,SE,414
2001,10,TO,54
2001,11,AC,52
2001,11,AL,207
2001,11,AP,125
2001,11,AM,1
2001,11,BA,135
2001,11,CE,57
2001,11,DF,830
2001,11,ES,1304
2001,11,GO,815
2001,11,MA,26
2001,11,MT,320
2001,11,MS,201
2001,11,MG,6321
2001,11,PA,131
2001,11,PB,44
2001,11,PR,4370
2001,11,PE,3551
2001,11,PI,16
2001,11,RJ,1040
2001,11,RN,77
2001,11,RS,717
2001,11,RO,179
2001,11,RR,65
2001,11,SC,1299
2001,11,SP,19453
2001,11,SE,370
2001,11,TO,53
2001,12,AC,63
2001,12,AL,204
2001,12,AP,15
2001,12,AM,1
2001,12,BA,157
2001,12,CE,42
2001,12,DF,912
2001,12,ES,1294
2001,12,GO,804
2001,12,MA,26
2001,12,MT,325
2001,12,MS,213
2001,12,MG,6233
2001,12,PA,138
2001,12,PB,52
2001,12,PR,4359
2001,12,PE,3953
2001,12,PI,6
2001,12,RJ,1000
2001,12,RN,66
2001,12,RS,676
2001,12,RO,163
2001,12,RR,53
2001,12,SC,1162
2001,12,SP,17905
2001,12,SE,423
2001,12,TO,47
2002,1,AC,35
2002,1,AL,233
2002,1,AP,10
2002,1,AM,7
2002,1,BA,248
2002,1,CE,81
2002,1,DF,989
2002,1,ES,1484
2002,1,GO,969
2002,1,MA,36
2002,1,MT,448
2002,1,MS,221
2002,1,MG,7396
2002,1,PA,167
2002,1,PB,68
2002,1,PR,4785
2002,1,PE,4275
2002,1,PI,17
2002,1,RJ,1110
2002,1,RN,80
2002,1,RS,741
2002,1,RO,311
2002,1,RR,97
2002,1,SC,1382
2002,1,SP,21436
2002,1,SE,460
2002,1,TO,63
2002,2,AC,52
2002,2,AL,248
2002,2,AP,135
2002,2,AM,3
2002,2,BA,202
2002,2,CE,58
2002,2,DF,834
2002,2,ES,1264
2002,2,GO,802
2002,2,MA,27
2002,2,MT,315
2002,2,MS,187
2002,2,MG,6271
2002,2,PA,146
2002,2,PB,45
2002,2,PR,3969
2002,2,PE,3841
2002,2,PI,13
2002,2,RJ,1078
2002,2,RN,83
2002,2,RS,638
2002,2,RO,182
2002,2,RR,54
2002,2,SC,1049
2002,2,SP,17540
2002,2,SE,387
2002,2,TO,57
2002,3,AC,68
2002,3,AL,194
2002,3,AP,186
2002,3,BA,200
2002,3,CE,55
2002,3,DF,889
2002,3,ES,1319
2002,3,GO,841
2002,3,MA,27
2002,3,MT,303
2002,3,MS,197
2002,3,MG,6135
2002,3,PA,120
2002,3,PB,55
2002,3,PR,4497
2002,3,PE,3924
2002,3,PI,8
2002,3,RJ,1126
2002,3,RN,74
2002,3,RS,726
2002,3,RO,165
2002,3,RR,69
2002,3,SC,1088
2002,3,SP,18775
2002,3,SE,301
2002,3,TO,50
2002,4,AC,80
2002,4,AL,191
2002,4,AP,166
2002,4,BA,235
2002,4,CE,61
2002,4,DF,958
2002,4,ES,1397
2002,4,GO,886
2002,4,MA,41
2002,4,MT,384
2002,4,MS,218
2002,4,MG,6587
2002,4,PA,139
2002,4,PB,55
2002,4,PR,4681
2002,4,PE,3857
2002,4,PI,13
2002,4,RJ,1100
2002,4,RN,62
2002,4,RS,738
2002,4,RO,288
2002,4,RR,88
2002,4,SC,1280
2002,4,SP,20646
2002,4,SE,357
2002,4,TO,79
2002,5,AC,81
2002,5,AL,186
2002,5,AP,128
2002,5,AM,1
2002,5,BA,225
2002,5,CE,75
2002,5,DF,877
2002,5,ES,1294
2002,5,GO,774
2002,5,MA,35
2002,5,MT,335
2002,5,MS,190
2002,5,MG,6640
2002,5,PA,143
2002,5,PB,43
2002,5,PR,4479
2002,5,PE,3538
2002,5,PI,20
2002,5,RJ,1040
2002,5,RN,74
2002,5,RS,797
2002,5,RO,175
2002,5,RR,68
2002,5,SC,1257
2002,5,SP,19245
2002,5,SE,313
2002,5,TO,64
2002,6,AC,70
2002,6,AL,198
2002,6,AP,139
2002,6,AM,3
2002,6,BA,189
2002,6,CE,70
2002,6,DF,907
2002,6,ES,1263
2002,6,GO,786
2002,6,MA,35
2002,6,MT,330
2002,6,MS,184
2002,6,MG,6902
2002,6,PA,144
2002,6,PB,44
2002,6,PR,4835
2002,6,PE,3295
2002,6,PI,22
2002,6,RJ,1002
2002,6,RN,62
2002,6,RS,770
2002,6,RO,182
2002,6,RR,98
2002,6,SC,1290
2002,6,SP,19945
2002,6,SE,350
2002,6,TO,68
2002,7,AC,98
2002,7,AL,248
2002,7,AP,171
2002,7,AM,3
2002,7,BA,243
2002,7,CE,92
2002,7,DF,969
2002,7,ES,1521
2002,7,GO,875
2002,7,MA,44
2002,7,MT,382
2002,7,MS,243
2002,7,MG,7502
2002,7,PA,158
2002,7,PB,50
2002,7,PR,5673
2002,7,PE,4183
2002,7,PI,29
2002,7,RJ,1207
2002,7,RN,85
2002,7,RS,928
2002,7,RO,311
2002,7,RR,107
2002,7,SC,1589
2002,7,SP,23559
2002,7,SE,374
2002,7,TO,68
2002,8,AC,99
2002,8,AL,182
2002,8,AP,142
2002,8,BA,186
2002,8,CE,82
2002,8,DF,877
2002,8,ES,1329
2002,8,GO,826
2002,8,MA,35
2002,8,MT,376
2002,8,MS,246
2002,8,MG,6808
2002,8,PA,127
2002,8,PB,52
2002,8,PR,5220
2002,8,PE,3652
2002,8,PI,11
2002,8,RJ,1095
2002,8,RN,79
2002,8,RS,963
2002,8,RO,243
2002,8,RR,88
2002,8,SC,1492
2002,8,SP,21618
2002,8,SE,351
2002,8,TO,68
2002,9,AC,87
2002,9,AL,214
2002,9,AP,156
2002,9,AM,3
2002,9,BA,165
2002,9,CE,50
2002,9,DF,865
2002,9,ES,1355
2002,9,GO,827
2002,9,MA,40
2002,9,MT,342
2002,9,MS,259
2002,9,MG,7657
2002,9,PA,120
2002,9,PB,63
2002,9,PR,5153
2002,9,PE,3549
2002,9,PI,23
2002,9,RJ,1149
2002,9,RN,81
2002,9,RS,811
2002,9,RO,225
2002,9,RR,87
2002,9,SC,1458
2002,9,SP,20178
2002,9,SE,343
2002,9,TO,73
2002,10,AC,100
2002,10,AL,226
2002,10,AP,148
2002,10,AM,2
2002,10,BA,181
2002,10,CE,65
2002,10,DF,919
2002,10,ES,1458
2002,10,GO,927
2002,10,MA,44
2002,10,MT,398
2002,10,MS,188
2002,10,MG,7971
2002,10,PA,168
2002,10,PB,59
2002,10,PR,5105
2002,10,PE,3762
2002,10,PI,17
2002,10,RJ,1206
2002,10,RN,80
2002,10,RS,711
2002,10,RO,316
2002,10,RR,86
2002,10,SC,1446
2002,10,SP,22534
2002,10,SE,310
2002,10,TO,64
2002,11,AC,98
2002,11,AL,195
2002,11,AP,85
2002,11,AM,3
2002,11,BA,176
2002,11,CE,62
2002,11,DF,859
2002,11,ES,1234
2002,11,GO,791
2002,11,MA,34
2002,11,MT,351
2002,11,MS,239
2002,11,MG,6760
2002,11,PA,117
2002,11,PB,47
2002,11,PR,4468
2002,11,PE,3628
2002,11,PI,17
2002,11,RJ,995
2002,11,RN,71
2002,11,RS,712
2002,11,RO,247
2002,11,RR,69
2002,11,SC,1283
2002,11,SP,18157
2002,11,SE,305
2002,11,TO,55
2002,12,AC,76
2002,12,AL,210
2002,12,AP,19
2002,12,AM,2
2002,12,BA,185
2002,12,CE,68
2002,12,DF,965
2002,12,ES,1385
2002,12,GO,808
2002,12,MA,39
2002,12,MT,304
2002,12,MS,244
2002,12,MG,7358
2002,12,PA,147
2002,12,PB,47
2002,12,PR,4547
2002,12,PE,3694
2002,12,PI,6
2002,12,RJ,1123
2002,12,RN,81
2002,12,RS,764
2002,12,RO,216
2002,12,RR,74
2002,12,SC,1077
2002,12,SP,17695
2002,12,SE,285
2002,12,TO,79
2003,1,AC,92
2003,1,AL,292
2003,1,AP,32
2003,1,AM,3
2003,1,BA,194
2003,1,CE,68
2003,1,DF,891
2003,1,ES,1428
2003,1,GO,855
2003,1,MA,45
2003,1,MT,376
2003,1,MS,253
2003,1,MG,7647
2003,1,PA,131
2003,1,PB,50
2003,1,PR,4849
2003,1,PE,3890
2003,1,PI,27
2003,1,RJ,1169
2003,1,RN,79
2003,1,RS,737
2003,1,RO,341
2003,1,RR,69
2003,1,SC,1335
2003,1,SP,21393
2003,1,SE,411
2003,1,TO,62
2003,2,AC,101
2003,2,AL,229
2003,2,AP,16
2003,2,BA,177
2003,2,CE,41
2003,2,DF,806
2003,2,ES,1339
2003,2,GO,738
2003,2,MA,33
2003,2,MT,315
2003,2,MS,274
2003,2,MG,6575
2003,2,PA,115
2003,2,PB,59
2003,2,PR,4259
2003,2,PE,3228
2003,2,PI,35
2003,2,RJ,1108
2003,2,RN,90
2003,2,RS,620
2003,2,RO,201
2003,2,RR,84
2003,2,SC,1217
2003,2,SP,18752
2003,2,SE,309
2003,2,TO,58
2003,3,AC,104
2003,3,AL,216
2003,3,AP,54
2003,3,AM,1
2003,3,BA,169
2003,3,CE,57
2003,3,DF,907
2003,3,ES,1474
2003,3,GO,826
2003,3,MA,33
2003,3,MT,298
2003,3,MS,296
2003,3,MG,6679
2003,3,PA,129
2003,3,PB,53
2003,3,PR,4557
2003,3,PE,3735
2003,3,PI,22
2003,3,RJ,1030
2003,3,RN,74
2003,3,RS,679
2003,3,RO,236
2003,3,RR,78
2003,3,SC,1192
2003,3,SP,18884
2003,3,SE,325
2003,3,TO,63
